category,rating,label,text,validity
Kindle_Store_5,5,OR,"Loved all the Brand stories both Texas and Oklahoma, waiting for more.",0
Kindle_Store_5,5,OR,I am reading the series and this is one of the best,0
Kindle_Store_5,4,OR,"This was an enjoyable read, read it in one sitting. Good story.",0
Kindle_Store_5,5,OR,I loved the Oklahoma brands just as much as the Texas brands.,0
Kindle_Store_5,5,OR,"Love the books, purchased for the kindle to take with me easier.",0
Kindle_Store_5,5,OR,This is a really good series by Deborah. I love her books.,0
Kindle_Store_5,3,OR,"Clean, short, easy read.  The writing style could use some improvement.",0
Kindle_Store_5,4,OR,This book was ok but not as good as others of NoraFfilte,0
Kindle_Store_5,1,OR,Was Dee Henderson the author? far from her excellent O'Malley type style.,0
Kindle_Store_5,5,OR,"Just got this, but I'm looking forward to exploring all the recipes.",0
Kindle_Store_5,5,CG,Love clay and paisley. Love this book and the series. I will be reading more books,1
Kindle_Store_5,5,CG,I was entertained by this book. The characters were well developed and kept my interest.,1
Kindle_Store_5,3,CG,Put this on my kindle and read it. It is a great book for a beginner to start,1
Kindle_Store_5,5,CG,I read the whole series and it kept me engaged. I will definitely be buying the next one.,1
Kindle_Store_5,5,CG,I absolutely LOVE this book!  I couldn't put it down until I finished it!  This,1
Kindle_Store_5,5,CG,excellent read intriguing kept me reading. The characters were well developed and kept my interest.,1
Kindle_Store_5,4,CG,Can't wait to read the rest of the series!I loved this book!  I was just,1
Kindle_Store_5,4,CG,"Yes, cheesy and predictable, but it has the right amount of romance and suspense to keep the reader",1
Kindle_Store_5,5,CG,I love the Toni Diamond series. The characters are well developed and the story is well told.,1
Kindle_Store_5,4,CG,I enjoyed this book so much. The characters were well developed and the story flowed well.,1
Kindle_Store_5,5,CG,I really enjoy reading Sable and her characters.  Her characters are believable and relatable. ,1
Kindle_Store_5,4,CG,"I really enjoyed it, it was an easy read and I was able to understand the characters and the",1
Kindle_Store_5,3,CG,"Book two had mystery and suspense. The story was a good read.

The author has done",1
Kindle_Store_5,5,OR,I've read all of this authors book this one is just as good,0
Kindle_Store_5,4,OR,Love Julie Smith and the Baroness Pontalba. Just not a short story enthusiast.,0
Kindle_Store_5,4,OR,The story continued well written and had me enthralled from the get go.,0
Kindle_Store_5,4,OR,Great bits of books to introduce us to new authors and book series.,0
Kindle_Store_5,5,OR,Great book.  Love this author and will continue to support her work.,0
Kindle_Store_5,4,OR,"In today's stressful world and environment, we can all use a little relaxation.",0
Kindle_Store_5,5,OR,"As with all your devotion books, this one did not disappoint! Great read!",0
Kindle_Store_5,4,OR,I enjoyed this book and would like to see more from this author!,0
Kindle_Store_5,5,OR,"Is a captivating story, the Dom and Submissive relation change in something stronger.",0
Kindle_Store_5,5,OR,"I loved this book
I read from start to finish
Hope every one enjoys it",0
Kindle_Store_5,5,OR,Want to read more by this author it was such a good read!,0
Kindle_Store_5,5,OR,"I bought and read all the books in this series, Love them all.",0
Kindle_Store_5,5,OR,LOVE! The whole series kept me not wanting to put my kindle down!,0
Kindle_Store_5,5,CG,Is this Jai Bree'nae's first time reading a book?  I will admit that,1
Kindle_Store_5,5,CG,Great Book. Will be reading more by this author. I really enjoyed this book.,1
Kindle_Store_5,4,CG,Probably not on my reread list. The story is just too short. There is a lot of,1
Kindle_Store_5,5,CG,I really liked this book. The characters were well developed and kept my interest.,1
Kindle_Store_5,5,CG,"Great read, hot story. Enjoyed reading it. I really enjoyed this book.",1
Kindle_Store_5,1,CG,"Really!  42 pages? Stop reading!  Not only is this book boring, it's a",1
Kindle_Store_5,5,CG,"Love the characters and storyline, and the whole story is just too good.",1
Kindle_Store_5,5,CG,An interesting read. Anything that helps me understand the relationship between two people. This is a must read,1
Kindle_Store_5,4,CG,"This book was so good, it kept me on my toes.  I just knew what the heck",1
Kindle_Store_5,5,CG,"Makes you want to keep reading. The characters are well developed and keep you riveted.
",1
Kindle_Store_5,5,CG,Emma green is a lovely woman.  She has a good heart and is a strong person.,1
Kindle_Store_5,4,CG,I always enjoy Willow Rose's books. The characters are well developed and the story is well told.,1
Kindle_Store_5,5,CG,Fantastic yet again. Cant wait to read the next in the series.,1
Kindle_Store_5,4,OR,Actually it was a really cute story and a good read for the price.,0
Kindle_Store_5,4,OR,Interesting take on the vampire genre. I enjoyed it. Great pace and great characters.,0
Kindle_Store_5,2,OR,Too many too tedious stories. I got bored after a while with endless convolutions.,0
Kindle_Store_5,5,OR,I can't say enough good things about this book. Author is just that good.,0
Kindle_Store_5,4,OR,I liked Braydon much better than his brother.  It was a good read.,0
Kindle_Store_5,4,OR,"This was a cute story. Unusual storyline for a romance, but I enjoyed it.",0
Kindle_Store_5,4,OR,Enjoyed the series. Liked how the same people were involved in each new story,0
Kindle_Store_5,4,OR,I like the story very much. It felt almost like a real life story.,0
Kindle_Store_5,4,OR,"Enjoyable read.  No profanity, no sexual content, clean humor, really enjoyed this book.",0
Kindle_Store_5,5,OR,Es el primer libro que leo de la autora y me ha encantado.,0
Kindle_Store_5,5,OR,"Awesome series, wish the author would make them longer, they leave you wanting more!",0
Kindle_Store_5,5,OR,"People need to know this man
His many inventions
Thomas Edison did not create light bulb",0
Kindle_Store_5,2,OR,I'm afraid I didn't finish reading it. It was mostly information I already knew.,0
Kindle_Store_5,4,CG,"this is a good read, and I love the characters. I will definitely be reading the next one",1
Kindle_Store_5,5,CG,great fantasy series with a few twists and turns.  I will definitely be buying the next one.,1
Kindle_Store_5,2,CG,OK. Ending felt rushed. Not sure if the ending was good enough or not.,1
Kindle_Store_5,5,CG,Loved this book and so glad I read it.  I will definitely be reading the next one,1
Kindle_Store_5,5,CG,Loved this story on many levels. The characters were well developed and kept my interest.,1
Kindle_Store_5,4,CG,"Kind of slow at frist, but the story flows smoothly.

The story starts out with",1
Kindle_Store_5,5,CG,I love all of the characters in the book and I loved all the characters in the series.,1
Kindle_Store_5,5,CG,"I'm crazy for this series, especially the part where we get to see her sister, the person",1
Kindle_Store_5,3,CG,An OK read but I would have liked to see more of the main characters. I would have liked,1
Kindle_Store_5,5,CG,I'v read all 23 this book. The characters were well developed and kept my interest.,1
Kindle_Store_5,5,CG,It is wonderful to have a book that provides a sense of history and history of the people and their,1
Kindle_Store_5,4,CG,"Great read, difficult to put down. The characters were well developed and kept my interest.",1
Kindle_Store_5,5,OR,Great book!  Exciting read and good dip into the fantasy genre.  Recommend it.,0
Kindle_Store_5,5,OR,A few really eye opening points in here that are pretty priceless.,0
Kindle_Store_5,3,OR,This was an okay read for a short story.  I did enjoy the suspense.,0
Kindle_Store_5,5,OR,Definitely one of the best books I've read in awhile. Couldn't get enough of it!,0
Kindle_Store_5,1,OR,Not for me.  Not a fan of this type of relationship. Could not finish.,0
Kindle_Store_5,4,OR,I thoroughly enjoyed reading this series and I hope she continues with Jack and Zoe.,0
Kindle_Store_5,4,OR,"I enjoyed the first book, and the prequel ""318"", I look forward to the rest.",0
Kindle_Store_5,5,OR,"I love these characters so much!!! I have thoroughly enjoyed this series, it's truly amazing!!!",0
Kindle_Store_5,5,OR,I really enjoyed this book. Like always you get sucked in with anything she writes.,0
Kindle_Store_5,5,OR,i really liked this series...I know that this is not the end!  Love it!,0
Kindle_Store_5,5,OR,I love these space men. Especially these hot space men. Got to read this book.,0
Kindle_Store_5,5,OR,Every story in Sinclair's Highlander series makes me fall in love with her characters more.,0
Kindle_Store_5,1,CG,"Book began OL, but it was an easy read and I loved it.",1
Kindle_Store_5,5,CG,"Finn and Dawn's story is a sweet, sweet, romantic read.  There is a strong",1
Kindle_Store_5,5,CG,Very entertaining series!  Keeps you on the edge of your seat.  This is a must,1
Kindle_Store_5,5,CG,my husband ordered this book and it was free.  I will be purchasing the rest of the series,1
Kindle_Store_5,4,CG,"A story of 2 parents who have been through hell together.

The story starts out with a",1
Kindle_Store_5,2,CG,"Started off very promising, but it has some issues.  I will admit that I was a",1
Kindle_Store_5,5,CG,I like all of Fernanda's books. Her characters are believable and relatable.,1
Kindle_Store_5,5,CG,"Along w the NY Times, an editor at the Times says she's going to publish a book.",1
Kindle_Store_5,5,CG,"Charlene Hartnady brings humor, and a sweet, sweet, and tender heartwarming story.",1
Kindle_Store_5,5,CG,I throughly enjoyed this book. I love the characters and the history.,1
Kindle_Store_5,2,CG,I got this book mixed up in the beginning and it was a lot of fun to read about.,1
Kindle_Store_5,5,OR,"Aiden  James  The Judas Chronicles are always a good read, well worth your time.",0
Kindle_Store_5,4,OR,Love this series and this might be the best one so far and what a ending!,0
Kindle_Store_5,3,OR,Christian scifi but a very different read. Its just a bit too far out for me.,0
Kindle_Store_5,5,OR,I loved this book! Very well written and I am hopeful for another from her soon!,0
Kindle_Store_5,5,OR,This series is one of the best that I have ever read. I love her work.,0
Kindle_Store_5,1,OR,I kept waiting for it to get better and gave up after the half way mark,0
Kindle_Store_5,5,OR,A great start I just hate how Kendra got pretty much thrown out of his apartment.,0
Kindle_Store_5,5,OR,Omg Jared is HOT he has  a past that may keep him from his girl.,0
Kindle_Store_5,5,OR,Very enjoyable.  Sad that is was just a novella.  Have enjoyed this whole series.,0
Kindle_Store_5,4,OR,"This is a good book to read, just found out there is another part to it.",0
Kindle_Store_5,3,OR,"it has been awhile since I've read this it was ok, but I will not reread.",0
Kindle_Store_5,4,CG,Great book! I enjoyed reading this book and the characters. I will definitely be reading the next one,1
Kindle_Store_5,4,CG,"it was a little different, but I thought it was good enough.

The story has a",1
Kindle_Store_5,3,CG,"It's okay, but if i had to explain why it was a book i'd give it a",1
Kindle_Store_5,5,CG,"If you like sexy romance, this book is the book for you.

The author has done",1
Kindle_Store_5,5,CG,"I couldn't put it down, and I couldn't put it down until I finished it!
",1
Kindle_Store_5,1,CG,I am a big T. A. fan of the author and her books.,1
Kindle_Store_5,5,CG,I read this when I was a child and it was good.  I have read all the books,1
Kindle_Store_5,4,CG,A really good story. Got a little predictable with the third book but still enjoyed it.,1
Kindle_Store_5,5,CG,"GREAT READ SOMETHING DIFFERENT SHE WAS MYTHOLOGY FOR A BOOK

",1
Kindle_Store_5,5,CG,"Fantastic book,I really enjoyed reading this book and the characters. I will definitely be reading",1
Kindle_Store_5,4,CG,A page turner for those who love the paranormal and paranormal romance.  This is a must read,1
Kindle_Store_5,5,OR,Another great book in the series. If you lived the others then you'll love this one too!,0
Kindle_Store_5,5,OR,I love this novel and have read it several times.  It will remain on my Kindle.,0
Kindle_Store_5,5,OR,A little laugh to go with some great big characters. Loved this book! Good job Robyn Peterman!,0
Kindle_Store_5,5,OR,Love the characters in this novel.  They have some depth which makes them believable and real.,0
Kindle_Store_5,4,OR,Great 4th book in the series hit home because my daughter went through a similar bad marriage.,0
Kindle_Store_5,3,OR,"Hard to rate all the stories together. There were a couple that were excellent, some just 'meh'",0
Kindle_Store_5,5,OR,excellent read love. lee up the great work. i can't wait for more books to come out.,0
Kindle_Store_5,5,OR,Love me some Easton!! This book was fantastic!! The storyline and characters did not disappoint!! Loved it!!,0
Kindle_Store_5,5,OR,THIS is a very good second book to the series. I am anxiously waiting for the third.,0
Kindle_Store_5,5,OR,Loved this recipe book too. Will be trying many of these Southern delights over my summer holidays.,0
Kindle_Store_5,5,OR,Excellent series with great characters.  The story line will have you hooked right from the beginning.,0
Kindle_Store_5,5,CG,Carol keeps a lot of secrets. The only reason she has a secret is that she's one,1
Kindle_Store_5,3,CG,"Too slow moving and hard to follow, the story is good but not my favorite.",1
Kindle_Store_5,4,CG,"Great series, get totally drawn into it and let's just say it's one of the best reads",1
Kindle_Store_5,5,CG,"Yet again, Paulson keeps me reading. The characters are well developed and the story is well told",1
Kindle_Store_5,5,CG,Amazing read need to know what happens next.  I loved it.  I would recommend it.,1
Kindle_Store_5,5,CG,The second book was as good as the first one. I really enjoyed this story.,1
Kindle_Store_5,5,CG,"a sweet romantic comedy. Not a bad book, just not my cup of tea.",1
Kindle_Store_5,5,CG,I was thoroughly impressed with this book and the writing. I will definitely be reading the next one.,1
Kindle_Store_5,5,CG,It a very cool story.  I love the way it was written.  The characters were well,1
Kindle_Store_5,4,CG,"Builds on some standard tropes, but the story flows smoothly.

The story starts out with",1
Kindle_Store_5,5,CG,I started this book today and it kept me engaged. I will be reading more books by this author,1
Kindle_Store_5,4,OR,This book held just the right amount of suspense and hot hot hot love scenes. Great job A.C.,0
Kindle_Store_5,5,OR,"I throughly enjoyed the book.
Be prepared to turn your air conditioner
to the coldest setting you will need it.",0
Kindle_Store_5,5,OR,Good story line on how our surrounding and people can make a difference in how we turn out.,0
Kindle_Store_5,3,OR,It's like all the rest a slow read but it gets better at the end then it's over,0
Kindle_Store_5,5,OR,"Read along with # 10 last week,have since read #11, & 12 last weekend and currently reading #13.",0
Kindle_Store_5,4,OR,Very interesting novel. I just loved the love story between the main characters. I love the interracial dynamics.,0
Kindle_Store_5,5,OR,"Great story.  Only negative observation is that it was a novella.  Keep 'em coming, Mr. Rollins.",0
Kindle_Store_5,5,OR,"John Legg has rapidly become my favorite contemporary Western author on Kindle. Pitch perfect, very entertaining. Love it.",0
Kindle_Store_5,5,OR,This is a great read. I got so into the story that I could not put it down.,0
Kindle_Store_5,5,OR,Post Apocalyptic Zombie Fiction!!  What more can you ask for??  Good read with lots of action!!!!,0
Kindle_Store_5,5,OR,"Another excellent piece of fiction that could certainly be true.
Cal and fellow warriors triumph again.
Eagerly awaiting next adventure.",0
Kindle_Store_5,5,CG,"I really enjoyed it.

BUT...

30?????  (I don't know why",1
Kindle_Store_5,3,CG,it was OK gould have been an easy read.  I will admit that I was a bit,1
Kindle_Store_5,5,CG,Really fun and enjoyable read.  I love the characters and the history.  I would recommend this,1
Kindle_Store_5,4,CG,Good Read.  Enjoyed it.  I liked the writing.  The plot was good.,1
Kindle_Store_5,4,CG,Quick hot read And good reading. The characters were well developed and kept my interest.,1
Kindle_Store_5,5,CG,A fast and exciting read.  I love the characters and the history.  I would recommend this,1
Kindle_Store_5,5,CG,Short but definatly worth the read. The characters were well developed and kept my interest.,1
Kindle_Store_5,3,CG,Good for tiny tots. However I find it hard to put down.,1
Kindle_Store_5,4,CG,"Very good read, it grabs your attention and you feel you're in the story.",1
Kindle_Store_5,4,CG,I could not wait until the next book came out. I will be reading more books by this author,1
Kindle_Store_5,3,CG,I like when authors take time to explain the relationship between two characters. This book was a great read,1
Kindle_Store_5,5,CG,"Love the book
I give a 5 stars because the writing is good and the characters are well developed",1
Kindle_Store_5,5,CG,Great book and amaizing set. I love the characters and the history.,1
Kindle_Store_5,4,CG,"What a great story, with some unexpected twists and turns. I will definitely be reading the next one",1
Kindle_Store_5,5,OR,I grabbed the whole series.  Loved it from the first book.  looking forward to the next installment.,0
Kindle_Store_5,2,OR,"Disappointed!!! Everything happened just as expected - no twists or turns or unexpected plots.
Not an Amish story at all!!!",0
Kindle_Store_5,4,OR,These stories have a lot of twists and turns. They keep you engaged. Really enjoying them more and more.,0
Kindle_Store_5,5,OR,"I have the original Kindle Fire & experienced no problems regarding spelling,  formats, etc.  Easy to navigate.",0
Kindle_Store_5,4,OR,Read all except last one. It just became available. Bought it. Very good read. Vietnam from a different angle.,0
Kindle_Store_5,5,OR,I love this series.  Each book gets better and better.  I can't wait for the next book.,0
Kindle_Store_5,4,OR,This was a good story. Fun to read. Nothing too exciting if that is what you were looking for.,0
Kindle_Store_5,5,OR,Love the Ludlow Hall Series. Who doesn't love sexy hot alpha men & gorgeous women who steal their hearts.,0
Kindle_Store_5,4,OR,it was a very good story on self growth. how we can change ourselves by one thought or action.,0
Kindle_Store_5,5,OR,"Well written and inspiring. I love how so many characters turned to God. But not preachy
Highly recommend this story.",0
Kindle_Store_5,5,OR,"Great story, not just sex -although the S.E.X. was incredibly hot... This series has just gotten better and better",0
Kindle_Store_5,5,OR,Reads very good. The tips in this book are very good. This book is worth the little it costs.,0
Kindle_Store_5,5,OR,This was way m poo re than I thought it went right straight to the juicy parts loved it,0
Kindle_Store_5,5,OR,"I want to live in Lusty, it is a true town filled with love.  Read the entire series.",0
Kindle_Store_5,5,CG,Really enjoyed read and catching up with the characters.  I will definitely be reading the next one.,1
Kindle_Store_5,5,CG,I Loved this story line and the characters. It was a great love story.,1
Kindle_Store_5,4,CG,2 romances in one! I loved it and the writing is good.  This is a must,1
Kindle_Store_5,5,CG,"Cute mystery involving busy bodyguard and professional detective, Rebecca Trenier, who's been following",1
Kindle_Store_5,5,CG,Wonderful characters and more plot. The story is well written and kept my interest.,1
Kindle_Store_5,3,CG,"I find the author a little slow at times, but I will admit that I read through them.",1
Kindle_Store_5,5,CG,"I absolutely love, love, loved this book and the series. I will definitely be reading the next",1
Kindle_Store_5,3,CG,Good and left me open to an amazing story.  I will definitely be reading the next one.,1
Kindle_Store_5,5,CG,Short story but very heartwarming. I love the way these two men work together.,1
Kindle_Store_5,5,CG,Yes yes yes yes such a sweet and sweet story. I will definitely read more of this author.,1
Kindle_Store_5,3,CG,"Really good read, just wishing it had been longer. I will keep reading.",1
Kindle_Store_5,5,CG,"Highly recommend all three (Engaging, Sexy, and Hot). I will definitely be buying the",1
Kindle_Store_5,5,CG,"As usual, my only complaint is that the author has a few scenes that need editing.",1
Kindle_Store_5,5,CG,I get all the books in this series. I've read all of them.,1
Kindle_Store_5,5,CG,"I haven't read a bad book by this author, and I will admit that I have been tempted",1
Kindle_Store_5,3,CG,"Well written but almost,like you, have the story line. I will admit that I was a",1
Kindle_Store_5,4,CG,Traumatic book to read for a grown up.  I loved it.  I would recommend it,1
Kindle_Store_5,5,CG,I enjoyed all the characters and the plot.  I was a little surprised that the author decided to,1
Kindle_Store_5,5,CG,"Such a lovely story. I loved it and am looking forward to reading more of her books.
",1
Kindle_Store_5,4,CG,unusua to have leading characters that have the same personality. I really enjoyed this book.,1
Kindle_Store_5,5,CG,"Online book purchase enjoy being able to read the series in one sitting.

The author has done",1
Kindle_Store_5,4,CG,This story was hard to put down and the writing was good.  There were a few typos,1
Kindle_Store_5,5,CG,"This is an unusual series, but the characters are well developed and believable. The characters are well-",1
Kindle_Store_5,3,CG,Story was too short. Not enough to make me feel like I was left with a cliffhanger,1
Kindle_Store_5,5,CG,Even though the book was written in the first person and I didn't need to read the first to,1
Kindle_Store_5,5,CG,"Well written,pulled me in!  I love the characters and the history!  I would",1
Kindle_Store_5,5,CG,"Just as good as the first book, the second is a bit more of a thriller.",1
Kindle_Store_5,5,CG,This book has everything in it. The characters are well developed and the story is well told.,1
Kindle_Store_5,5,CG,Perfect book to read I recommend it.I really enjoyed this book. It is a short story.,1
Kindle_Store_5,5,CG,I loved the whole series and will be reading more. I will definitely be buying the next one.,1
Kindle_Store_5,5,CG,I hope you continue with this series and let me know what you think!This was a great read,1
Kindle_Store_5,5,CG,"The Caversham Chronicles Book 3 (Cora Deleversham's Chronicles Book 4)

",1
Kindle_Store_5,5,CG,i had the paperback of this book and bought it. I will admit that I was a bit nervous,1
Kindle_Store_5,4,CG,This was a very interesting book. The characters were well developed and kept my interest.,1
Kindle_Store_5,3,CG,It's a good read & I will be reading more from this author.,1
Kindle_Store_5,5,CG,This reads was right on time. The characters were well developed and kept my interest.,1
Kindle_Store_5,5,CG,Great collection of stories. I recommend it.I really enjoyed this book. It is a short story,1
Kindle_Store_5,5,CG,I think I liked this book a lot. It was a little predictable but it was a good read,1
Kindle_Store_5,3,CG,At least it was 3.5 stars.  I was a little surprised that the author decided to,1
Kindle_Store_5,3,CG,love this author. she never disappoints and she has a way of weaving her characters in a way,1
Kindle_Store_5,5,CG,Really enjoyed this story. The characters were well developed and the story kept me interested.,1
Kindle_Store_5,5,CG,"Enjoyed this book 100% Nice, sweet, and very romantic.

The story starts out",1
Kindle_Store_5,4,CG,My kids really enjoy this book. The characters are well developed and the story is well told.,1
Kindle_Store_5,3,CG,"As with most Kindle book's, it's an interesting and intriguing read.",1
Kindle_Store_5,4,CG,Characters you can relate too. I love the way these two characters are handled.,1
Kindle_Store_5,5,CG,"Good book, can't wait for more by this author. I will keep my eyes peeled for the",1
Kindle_Store_5,5,CG,Enjoyed every one of these books. The characters were well developed and kept my interest.,1
Kindle_Store_5,2,OR,I have read all the books in this series. This one is not up to the rest. It lacked something.,0
Kindle_Store_5,5,OR,"Loved this book ! Seeing Max and Fredi get together then continue to grow,was a wonderful ride.",0
Kindle_Store_5,5,OR,"A great quick read, loved the story I can't wait for the next book.
Do you have a release date yet.",0
Kindle_Store_5,5,OR,My fave book of the series do far!!! The ending... we better get some details!!! So happy about it too!,0
Kindle_Store_5,4,OR,Great series. The characters were strong . I was up and down with all the characters including the main character.,0
Kindle_Store_5,4,OR,I really enjoyed this story! The character development was very well done. Hoping for another great read from this author.,0
Kindle_Store_5,5,OR,Another great short story/novella from Jasinda Wilder. This series is definitely worth the time and money. I highly recommend them.,0
Kindle_Store_5,5,OR,The third book was just as hot as the first two. I can't wait to read the next book.,0
Kindle_Store_5,5,OR,Can't wait to read 6. Tim really knows how to tell a good story . Keep up the good writing,0
Kindle_Store_5,3,OR,"I enjoyed.  However, found the female role perplexing along with the dumbing down of the males. Worth a read.",0
Kindle_Store_5,3,OR,"Compared to the first one, this was okay. There is a lot more sex and it is much more graphic.",0
Kindle_Store_5,5,OR,Unless need to make a part two about them that would awesome and great there should be more to them,0
Kindle_Store_5,5,OR,"Great story, very interesting characters, and storyline. I really enjoyed the resolution and finding forgiveness. It was a good read.",0
Kindle_Store_5,5,OR,I'm so addicted to her writing style....its a great read and makes you feel like all her characters are real.,0
Kindle_Store_5,5,OR,I very much enjoyed Mr. Chisholm's take on the Meryton Ball where Elizabeth and Darcy first meet.  Gotta read.,0
Kindle_Store_5,4,OR,For a free book it was cute. Short and sweet. May read some of her other ones soon. Thank you.,0
Kindle_Store_5,5,OR,was suspensful and sad - the author did nice job of turning events and making you cringe- nice writing style,0
Kindle_Store_5,5,OR,Was funny as hell!!! I enjoyed this book so much!! I cannot wait for the other to come out! Enjoyed,0
