category,rating,label,text,validity
Tools_and_Home_Improvement_5,5,OR,"easy to punch holes in thin copper, aluminum and brass",0
Tools_and_Home_Improvement_5,5,OR,perfect match to my oil rubbed bronze and excellent quality,0
Tools_and_Home_Improvement_5,3,OR,Special product be sure it is good for your project,0
Tools_and_Home_Improvement_5,2,OR,Piece of crap. In high winds tore after 2 days,0
Tools_and_Home_Improvement_5,1,OR,Burned out within 1 month.  Never even in rain.,0
Tools_and_Home_Improvement_5,1,OR,NOT MADE IN THE U.S.A  AS THE DESCRIPTION SAYS,0
Tools_and_Home_Improvement_5,5,OR,Only had for a month but works greart so far,0
Tools_and_Home_Improvement_5,5,OR,Work better than expected. Wide viewing range.  Easy install.,0
Tools_and_Home_Improvement_5,5,OR,"Love it.  Beautiful, reasonably priced, and easy to install.",0
Tools_and_Home_Improvement_5,5,OR,Easy installation.  Works so far.  Time will tell.,0
Tools_and_Home_Improvement_5,2,OR,Definitely need a5 pack.  They don't last very long,0
Tools_and_Home_Improvement_5,1,OR,"Terrible. Ugly, hard to work with and wY too long.",0
Tools_and_Home_Improvement_5,5,OR,"nice set of bungies, good heavy clips on the ends.",0
Tools_and_Home_Improvement_5,5,OR,Good grip for on a wood floor.  Definitely recommended.,0
Tools_and_Home_Improvement_5,5,OR,"Get the 8 inch, unless you specifically need a 6",0
Tools_and_Home_Improvement_5,5,OR,Fills out my auto supply drawer in my tool cart.,0
Tools_and_Home_Improvement_5,5,OR,I really like how this utility knife works and feels.,0
Tools_and_Home_Improvement_5,5,OR,Rips them a new one. Great blade for the price.,0
Tools_and_Home_Improvement_5,5,OR,Exactly as described and replaced our old door time perfectly.,0
Tools_and_Home_Improvement_5,5,OR,"came soon after i ordered it , and worked great",0
Tools_and_Home_Improvement_5,5,OR,"not perfect as a style, but the tech is good",0
Tools_and_Home_Improvement_5,4,OR,They work as advertised.  Instant on and VERY bright.,0
Tools_and_Home_Improvement_5,5,OR,I was in  the envy of my coworkers !,0
Tools_and_Home_Improvement_5,5,OR,"High Quality, Gives an Upgraded look to my wall sockets.",0
Tools_and_Home_Improvement_5,5,OR,Worked great and good price. Less costly then the original.,0
Tools_and_Home_Improvement_5,5,OR,Great product easy install - works as described.,0
Tools_and_Home_Improvement_5,5,OR,"They work.  They fit, and installation is easy enough.",0
Tools_and_Home_Improvement_5,5,OR,Just what we needed for our 4 basin bar sink.,0
Tools_and_Home_Improvement_5,4,OR,"Good so far, a bit hard to remove from tool",0
Tools_and_Home_Improvement_5,5,OR,"My favorite safety glasses!

Lightweight, no frame, comfortable, fits well, cheap.",0
Tools_and_Home_Improvement_5,5,OR,Works fine and can connect to hidden places for control,0
Tools_and_Home_Improvement_5,5,OR,Perfect to replace my battery drill I really like this,0
Tools_and_Home_Improvement_5,4,OR,Fit perfect hope it lasts as long as the original,0
Tools_and_Home_Improvement_5,5,OR,Very Nice for a Very Nice price.,0
Tools_and_Home_Improvement_5,5,OR,Small but works much better than what I owned before,0
Tools_and_Home_Improvement_5,1,OR,did not register unless car was 10 feet or closer,0
Tools_and_Home_Improvement_5,5,OR,"Used it a handful of times already, does it job.",0
Tools_and_Home_Improvement_5,5,OR,Looks great in my basement stairway.  Easy to assemble.,0
Tools_and_Home_Improvement_5,5,OR,Works great! I've had if for a few months now.,0
Tools_and_Home_Improvement_5,5,OR,Works perfect for hand sinks and all small drains.,0
Tools_and_Home_Improvement_5,5,OR,Does this really need a review? Good quality. As expected.,0
Tools_and_Home_Improvement_5,5,OR,exactly as described. works well outside for our canopy fan.,0
Tools_and_Home_Improvement_5,5,OR,"As described, met expectations.  Garage door is MUCH quieter.",0
Tools_and_Home_Improvement_5,5,OR,Nice simple kit I can use during my computer builds.,0
Tools_and_Home_Improvement_5,5,OR,Gotta use with the Quick Pitch systems which is great.,0
Tools_and_Home_Improvement_5,5,OR,simple elegant fixture.  We get many compliments on it.,0
Tools_and_Home_Improvement_5,5,OR,I used this a very heavy picture with great results.,0
Tools_and_Home_Improvement_5,5,CG,work perfect to connect my garage door and garage door. I also love that it's been one of,1
Tools_and_Home_Improvement_5,5,CG,"got this for my son, who has arthritis.  He says it's a great product and he",1
Tools_and_Home_Improvement_5,4,CG,Item arrived as scheduled. The instructions say you can only use one of these for each level. ,1
Tools_and_Home_Improvement_5,5,CG,Use this everyday as a weekend tool and it's a good purchase. Nice little light.,1
Tools_and_Home_Improvement_5,5,CG,"Left handed dummy... I like this. The only problem is that it's not really a hinge,",1
Tools_and_Home_Improvement_5,5,CG,"This relatively small battery maintains a charge, and the instructions are pretty clear that you must make sure to",1
Tools_and_Home_Improvement_5,5,CG,"Still going strong - work perfect. The only problem is that it's not really a hinge, but",1
Tools_and_Home_Improvement_5,5,CG,good price and nice design.  The only problem is that it comes with a small screw driver.,1
Tools_and_Home_Improvement_5,5,CG,"Nice, they work and the price is right. We love this saw.",1
Tools_and_Home_Improvement_5,4,CG,"Would have been 5 stars if it had been more comfortable for me.

The only downside is",1
Tools_and_Home_Improvement_5,5,CG,Bright light with a flip switch. The only problem is that it's not really a bright light.,1
Tools_and_Home_Improvement_5,5,CG,This faucet is great.  I have had the Bosch model for a few months now,1
Tools_and_Home_Improvement_5,5,CG,Perfect. Clean. Fits wall plugs and has the right height. works great.,1
Tools_and_Home_Improvement_5,5,CG,They fit and they work!  I love the look and feel of these!  I have them,1
Tools_and_Home_Improvement_5,5,CG,Very happy with this faucet.  The only problem is that it comes with a small screw,1
Tools_and_Home_Improvement_5,5,CG,Lights work well and are easy to install.  The included instructions are also very helpful. ,1
Tools_and_Home_Improvement_5,5,CG,Needed one for those small jobs. The only problem is that it's not really a large one,1
Tools_and_Home_Improvement_5,5,CG,Great flashlight to have around the house and the tools you need to keep your hands in the dark.,1
Tools_and_Home_Improvement_5,5,CG,Love this thin knife. Holds a charge well. It is sharp enough to cut through a large,1
Tools_and_Home_Improvement_5,5,CG,"Works well with Dewalt DW74526C, the only thing I didn't like is the angle",1
Tools_and_Home_Improvement_5,4,CG,Was a replacement...fit well and looks great...I bought these for my husband who is a mechanic,1
Tools_and_Home_Improvement_5,5,CG,Punches work well. Easy to use. The only problem is that it comes with a small,1
Tools_and_Home_Improvement_5,1,CG,Did not heat well. I had to add an inch of water to keep it cool.,1
Tools_and_Home_Improvement_5,3,CG,"A little loose at the end of the blade, but I'm happy with it.Very nice.",1
Tools_and_Home_Improvement_5,5,CG,"Characterized is small and it's not bulky, but it is a good deal for a small person",1
Tools_and_Home_Improvement_5,5,CG,It makes life easier when using it and the tools are included.  The only reason I don't,1
Tools_and_Home_Improvement_5,5,CG,Great value- high quality but not an easy to find replacement for a deadbolt.,1
Tools_and_Home_Improvement_5,5,CG,"Very powerful for the size, and has the right feel. I will keep this in the tool box",1
Tools_and_Home_Improvement_5,5,CG,Very nice. Look great on my new house.Wife says it's my favorite knife! ,1
Tools_and_Home_Improvement_5,4,CG,Love these crimpers. Adjustable crimp settings. The only problem is that they are not really,1
Tools_and_Home_Improvement_5,1,CG,"Received a faulty 18350, until I received the replacement.  I will update this review if",1
Tools_and_Home_Improvement_5,1,CG,"Lasted a grand total of $8,500+ in 2015.  This is a great value",1
Tools_and_Home_Improvement_5,5,CG,"Easy to install, and simple to set up.  The included instructions are also very helpful. ",1
Tools_and_Home_Improvement_5,2,CG,"The motion sensor doesn't work, it just does not work.

The motion sensor does not",1
Tools_and_Home_Improvement_5,4,CG,gr8 product and very good quality. The only problem is that it comes with a small screw driver,1
Tools_and_Home_Improvement_5,5,CG,"These gloves are awesome, very comfortable, and the materials are good.  These gloves are strong and",1
Tools_and_Home_Improvement_5,5,CG,"These are high quality blades that will last a long time.

The blade I received has a",1
Tools_and_Home_Improvement_5,1,CG,"doesn't work, makes your job harder. The only way to fix it is to just fix the",1
Tools_and_Home_Improvement_5,5,CG,"great service from seller.easy packaging, fast delivery.  I've used it for a couple of",1
Tools_and_Home_Improvement_5,5,CG,"Awesome lock! Looks great, works great. The only problem is that it comes with a small screw",1
Tools_and_Home_Improvement_5,5,CG,"You make a great product!Works great, just as advertised.

The only reason I ordered",1
Tools_and_Home_Improvement_5,5,CG,A++  Received my shipment and will be ordering more. works great.,1
Tools_and_Home_Improvement_5,5,CG,really impressed with the price and quality of the tools. I will keep my review in mind when ordering,1
Tools_and_Home_Improvement_5,5,CG,This is the best carton of the bunch.  I will admit that I have been using the,1
Tools_and_Home_Improvement_5,5,CG,My kids like them but I have them with me in the living room for a reason.,1
Tools_and_Home_Improvement_5,5,CG,Great time easy to cut and assemble and the finish is good.  The only reason I gave it,1
Tools_and_Home_Improvement_5,5,CG,Bought this for my brother who has a wide area in his home. He loves the way he,1
Tools_and_Home_Improvement_5,5,OR,Use it for a hedgetrimmer. Solid cable that's easy to un/coil,0
Tools_and_Home_Improvement_5,4,OR,"A little dimmer than the bulb it replaced, but otherwise fine.",0
Tools_and_Home_Improvement_5,5,OR,"Good balance, gets the job done without wearing out my wrists.",0
Tools_and_Home_Improvement_5,4,OR,"Work great, as advertised. All arrived in great condition. Good price.",0
Tools_and_Home_Improvement_5,5,OR,"Since these are so sharp, the cover is slmost a requirement",0
Tools_and_Home_Improvement_5,3,OR,"Doesnt work well on tiny screws, but ok for larger ones",0
Tools_and_Home_Improvement_5,5,OR,Works perfect cutting old chain link fence out of fence line,0
Tools_and_Home_Improvement_5,5,OR,5 Stars - part is as described and works as advertised.,0
Tools_and_Home_Improvement_5,5,OR,A necessary add-on if/when you can install LED or CFL bulbs,0
Tools_and_Home_Improvement_5,5,OR,Works as described.  Easy DIY install.  Would buy again.,0
Tools_and_Home_Improvement_5,5,OR,Works great and fits perfectly. Just what my shop vac needed.,0
Tools_and_Home_Improvement_5,5,OR,It works great where sometimes the electronic stud finders do not.,0
Tools_and_Home_Improvement_5,3,OR,Pretty glass spheres however lights do not stay on very long.,0
Tools_and_Home_Improvement_5,5,OR,Easy to install.  Nice finish.  Smooth surface for towels.,0
Tools_and_Home_Improvement_5,4,OR,Pretty simple tool. It does what it is supposed to do.,0
Tools_and_Home_Improvement_5,4,OR,These worked great to hide chipped up paint around door knob.,0
Tools_and_Home_Improvement_5,5,OR,"Works Awesome Just Like New 
Would Recommend to a Friend
Great Job",0
Tools_and_Home_Improvement_5,4,OR,Package came beat up and re-taped but actual product was fine.,0
Tools_and_Home_Improvement_5,5,OR,Heavy duty. Performs as advertised. Fits my Miter saw just fine.,0
Tools_and_Home_Improvement_5,5,OR,great addition to my tool cart. very handy and well made.,0
Tools_and_Home_Improvement_5,4,OR,"Beautiful looking, good quality, easy to install & matches my bathroom",0
Tools_and_Home_Improvement_5,5,OR,a great and very handy adapter that met a specific need.,0
Tools_and_Home_Improvement_5,5,OR,These are simply wonderful!!  Easy to install and look fabulous!,0
Tools_and_Home_Improvement_5,5,OR,Quality product + fair price + fast delivery = great deal!,0
Tools_and_Home_Improvement_5,5,OR,I wanted a smaller lamp and this is perfect. Looks good.,0
Tools_and_Home_Improvement_5,5,OR,this air hose is great. works well on our air compressor,0
Tools_and_Home_Improvement_5,5,OR,"Love it! I have 1/4, 3/8, 1/2 in.adaptors for redular sockets",0
Tools_and_Home_Improvement_5,5,OR,It all went as promised. Product arrived ahead of promised time.,0
Tools_and_Home_Improvement_5,5,OR,Awesome super bright headlamp. Nice and light for an awesome price!,0
Tools_and_Home_Improvement_5,5,OR,"As described,  for this price it's really nice and good",0
Tools_and_Home_Improvement_5,5,OR,Easy to install and all my base are belong to me.,0
Tools_and_Home_Improvement_5,5,OR,Great price and great product!  I would buy it again!,0
Tools_and_Home_Improvement_5,5,OR,This knife is just what I wanted. It's a great knife,0
Tools_and_Home_Improvement_5,5,OR,"have not used it yet, looks grate, will work like others",0
Tools_and_Home_Improvement_5,3,OR,Very difficult to program but works fine once programming is done.,0
Tools_and_Home_Improvement_5,4,OR,Pretty nice shower head. Definitely makes low pressure showers feel nicer.,0
Tools_and_Home_Improvement_5,5,OR,This tester is really nice so nice I bought 2 more,0
Tools_and_Home_Improvement_5,5,OR,"Very nice, good quality. It is very easy to install also.",0
Tools_and_Home_Improvement_5,5,OR,great fix for price  just sand to make blend in,0
Tools_and_Home_Improvement_5,5,OR,Comes with 2 wall plates. Used both on 2 different thermostats.,0
Tools_and_Home_Improvement_5,5,OR,Good price and good item.  No leaks.  Works great.,0
Tools_and_Home_Improvement_5,5,OR,Great instructions on how to pair to Alexa for voice-controlled lighting.,0
Tools_and_Home_Improvement_5,4,OR,Would  buy again.  A little weak but work fine.,0
Tools_and_Home_Improvement_5,5,OR,Great product.  Easy to install and should last for years.,0
Tools_and_Home_Improvement_5,5,OR,Cleans brushes well.  Can't ask for more from mineral spirits.,0
Tools_and_Home_Improvement_5,4,OR,worked in my four inch recessed lighting and they are dimmable,0
Tools_and_Home_Improvement_5,5,OR,"Excellent panel breaker, works great, no issues.  Good build quality.",0
Tools_and_Home_Improvement_5,5,CG,"These are great!  Better than a professional paint dryer.  Also, the yellow paint has",1
Tools_and_Home_Improvement_5,5,CG,"A very good buy will go a long way to making this purchase.

The only downside is",1
Tools_and_Home_Improvement_5,5,CG,We love it. Easy to set up. Easy to program.,1
Tools_and_Home_Improvement_5,5,CG,Works well through 4 charge time. The only issue is that it takes a little getting used to.,1
Tools_and_Home_Improvement_5,3,CG,"not sure who designed this; it looks nice and the instructions are pretty easy to follow.

",1
Tools_and_Home_Improvement_5,5,CG,This item was exactly as described. The only problem is that it comes with a small screw driver.,1
Tools_and_Home_Improvement_5,4,CG,easy to use but not a real pain.  I've also used this for a few hours.,1
Tools_and_Home_Improvement_5,5,CG,Perfect quality and length for what it is.  Not too large or too small for my desk.,1
Tools_and_Home_Improvement_5,5,CG,"Exactly what I needed to do. The only problem is that it's not really a hinge, but",1
Tools_and_Home_Improvement_5,5,CG,Reasonable price on these blades.  I have bought many more of them.These work well and,1
Tools_and_Home_Improvement_5,5,CG,"Easy install, everything works fine. I love the look and feel of this lamp.",1
Tools_and_Home_Improvement_5,1,CG,Do not purchase this does not have the wide opening which is a nice feature for the price.,1
Tools_and_Home_Improvement_5,5,CG,"Very happy with this accessory, especially for the price. Very good quality.",1
Tools_and_Home_Improvement_5,5,CG,finally I found a replacement for my old one.  I will update this review if I find,1
Tools_and_Home_Improvement_5,3,CG,It's ok for what i needed it for.  I've had it for a couple of years,1
Tools_and_Home_Improvement_5,4,CG,"Holds quite a few screws, and the jaws are comfortable.

The only reason I'm",1
Tools_and_Home_Improvement_5,1,CG,All of these Chums were perfect for the job.  I will keep them in the tool box,1
Tools_and_Home_Improvement_5,5,CG,"Nice for those who need a little more space to hold a saw blade, just the right angle.",1
Tools_and_Home_Improvement_5,5,CG,"This works really well in this application, as long as you keep your hands completely closed.",1
Tools_and_Home_Improvement_5,5,CG,Must have if your a woman. The only reason I don't rate this is the size of the,1
Tools_and_Home_Improvement_5,5,CG,"this is the only deck that has the wide-angle beam, so that makes the beam just a",1
Tools_and_Home_Improvement_5,5,CG,QUALITY KNIFE!  Great  tool.  Buy it.  If you need a,1
Tools_and_Home_Improvement_5,5,CG,Great protection and a great price. The only problem is that it comes with a small screw driver.,1
Tools_and_Home_Improvement_5,5,CG,Has been in service almost a year and a half. I will keep this in the tool box.,1
Tools_and_Home_Improvement_5,5,CG,Plews plate type bearing packer.  The design is very good and fits my existing hard,1
Tools_and_Home_Improvement_5,4,CG,"Not exact OEM quality, but it looks and feels very good.

The only reason I'm",1
Tools_and_Home_Improvement_5,5,CG,"Good product. Took a while to set up. Great product.

If you have a",1
Tools_and_Home_Improvement_5,5,CG,"Looks great, made with quality material. The only problem is that it comes with a small screw driver",1
Tools_and_Home_Improvement_5,2,CG,Beam is not as focused as a professional sprayer. I will admit that it's been pretty,1
Tools_and_Home_Improvement_5,5,CG,"I use nothing but these lights. The only problem is that they are tiny, I have one in",1
Tools_and_Home_Improvement_5,1,CG,Worked the first time for a couple of years and it worked great.  The yellow coated one,1
Tools_and_Home_Improvement_5,5,CG,"Product as described, super fast shipping. The only problem is that it comes with a small screw driver",1
Tools_and_Home_Improvement_5,5,CG,"Looks great, easy to install, and has the right tools. I will keep this in the tool",1
Tools_and_Home_Improvement_5,5,CG,Highly recommend for when a woman has a problem with her wrist.  If you have a wrist,1
Tools_and_Home_Improvement_5,5,CG,A good set of hex heads. The only problem is that the hex heads have a tiny gap.,1
Tools_and_Home_Improvement_5,5,CG,Outstanding offset pipe wrench.  Not an easy task to install but it works for my needs.,1
Tools_and_Home_Improvement_5,4,CG,Instant on and very bright.  The only problem is that it's only a small size and doesn,1
Tools_and_Home_Improvement_5,5,CG,Best AA battery light you can carry and the long battery life.  This is a great value.,1
Tools_and_Home_Improvement_5,5,CG,"For creating my bucket lights, I wanted to make sure I didn't need to purchase a full sized",1
Tools_and_Home_Improvement_5,5,CG,"What makes mama happy makes this an easy task to perform.

The opener is strong and",1
Tools_and_Home_Improvement_5,1,CG,I do not need  this.  It is a good tool.  I would recommend it.,1
Tools_and_Home_Improvement_5,3,CG,Small small head.  Not a big deal.  Not a big deal for a small person.,1
Tools_and_Home_Improvement_5,5,CG,these are awesome on your pocket or purse.  I've also used them for a few hours.,1
Tools_and_Home_Improvement_5,4,CG,"A little flimsier than the old ones, but it works well.  The only reason I",1
Tools_and_Home_Improvement_5,5,OR,Works well definetly better than using vice clamps to remove hose clamps,0
Tools_and_Home_Improvement_5,4,OR,"Nice and bright.
Sturdy clip.
A little pricey, but worth every penny thus far.",0
Tools_and_Home_Improvement_5,5,OR,Love these.  Keeps ladder and seed spreader off the garage floor.,0
Tools_and_Home_Improvement_5,5,OR,I bought 15 of these. All but one works great. Very bright.,0
Tools_and_Home_Improvement_5,5,OR,"used in place of T3 150 watt Halogen bulbs, Huge electric saver,",0
Tools_and_Home_Improvement_5,4,OR,Good product at a good price.  I bought as a gift.,0
Tools_and_Home_Improvement_5,5,OR,"THEY WORK AS ADVERTISED, GREAT QUALITY...
SURE MAKE A JOB EASIER TO COMPLETE...",0
Tools_and_Home_Improvement_5,5,OR,Worked perfectly and fixed my dishwasher door. It no longer falls open.,0
Tools_and_Home_Improvement_5,5,OR,"Bought this as a gift, and it is loved by the recipient.",0
Tools_and_Home_Improvement_5,2,OR,not what I expected really don't know what t do with it,0
Tools_and_Home_Improvement_5,4,OR,"Really handy for home projects. Great for pictures Curtains rods, etc q",0
Tools_and_Home_Improvement_5,5,OR,"Quick service from seller.
By far the best foam brush on the market.",0
Tools_and_Home_Improvement_5,5,OR,Havent used them yet but look like they will do the job,0
Tools_and_Home_Improvement_5,5,OR,Very nice product just enough light for safety and it looks good,0
Tools_and_Home_Improvement_5,5,OR,"Ideal tool for battery testing/evaluation. Easy to use, even does 9V batteries.",0
Tools_and_Home_Improvement_5,5,OR,This was for my son-in-law. It arrived on time and worked great.,0
Tools_and_Home_Improvement_5,4,OR,Very nice light. Good price and works great.,0
Tools_and_Home_Improvement_5,5,OR,This took my edges to a whole new level a must have!!,0
Tools_and_Home_Improvement_5,5,OR,Great price and great tool. Always hard to find in the store.,0
Tools_and_Home_Improvement_5,5,OR,"Works great.
Range is great.
Value for money is great.
I will likely purchase more.",0
Tools_and_Home_Improvement_5,5,OR,"Works great on the Molex genderless pins, my only usage for now.",0
Tools_and_Home_Improvement_5,5,OR,bought one before.  buying a new one to replace the old.,0
Tools_and_Home_Improvement_5,5,OR,"It worked great and fit the charger and tools, I like it",0
Tools_and_Home_Improvement_5,5,OR,What can you say about an extension cord other than it works,0
Tools_and_Home_Improvement_5,5,OR,Love it! Worth ever penny. FYI: it's a driver not a drill.,0
Tools_and_Home_Improvement_5,4,OR,Good product at a good price. Fraying occurs after cutting to size.,0
Tools_and_Home_Improvement_5,5,OR,Convenient for working in cabinets and dark small areas.  Bright light.,0
Tools_and_Home_Improvement_5,4,OR,"Color is good
Sticks like a bumper sticker so clean your surface first.",0
Tools_and_Home_Improvement_5,5,OR,Works well to stop doors from hitting objects within the opening range.,0
Tools_and_Home_Improvement_5,5,OR,"Easy to install and easy to hook on bikes, great space saver.",0
Tools_and_Home_Improvement_5,5,OR,Is identical in function and light to the incandescent that I replaced.,0
Tools_and_Home_Improvement_5,4,OR,"Works great, a little expensive - but this should last a lifetime.",0
Tools_and_Home_Improvement_5,3,OR,not sure - didn't have any AAA batteries when power went out.,0
Tools_and_Home_Improvement_5,5,OR,OEM parts at a reasonable price and quick shipping.,0
Tools_and_Home_Improvement_5,3,OR,"Not bad for the money, but not nearly as bright as claimed.",0
Tools_and_Home_Improvement_5,5,OR,Recommended by a woodworking pro and I agree.,0
Tools_and_Home_Improvement_5,4,OR,have some trouble with lights flickering not sure if its this connection,0
Tools_and_Home_Improvement_5,5,OR,Now I can draw a straight and level line.  I'm happy.,0
Tools_and_Home_Improvement_5,5,OR,I have  only used it one time but it worked great,0
Tools_and_Home_Improvement_5,5,OR,Cheap buy replaced old part and saved me lot of money. Recommended.,0
Tools_and_Home_Improvement_5,4,OR,I like my little butterflies make my backyard pretty nice thank you,0
Tools_and_Home_Improvement_5,5,OR,Exactly what we needed for our Escape rooms at Breakin' the Code!,0
Tools_and_Home_Improvement_5,5,OR,this work grate in my truck to light the back thank you,0
Tools_and_Home_Improvement_5,2,OR,"only works with certain fan types, created a hum on my fan",0
Tools_and_Home_Improvement_5,1,CG,do not match the design of the original.  The two saws that were installed were one to,1
Tools_and_Home_Improvement_5,5,CG,"It's a light bulb. Not an electric bulb, just a full bulb.",1
Tools_and_Home_Improvement_5,5,CG,Great product and an easy install. The only problem is that it comes with a small screw driver.,1
Tools_and_Home_Improvement_5,4,CG,"Good for what it is, and it is an excellent value.

The only reason I gave",1
Tools_and_Home_Improvement_5,5,CG,Great for just throwing in a bunch of pieces and using them in a small bag.Very nice.,1
Tools_and_Home_Improvement_5,5,CG,"i cut case harden bolts, it was a long time before it was ever going to get the",1
Tools_and_Home_Improvement_5,5,CG,Great bulbs.  The color is a little too warm.  The bulbs are just too warm and,1
Tools_and_Home_Improvement_5,5,CG,"Just as nice as the old ones, the finish is a little on the cheap side.",1
Tools_and_Home_Improvement_5,5,CG,My son loved this it works great and the tools are good.  I have a few of the,1
Tools_and_Home_Improvement_5,5,CG,Phillips Leds continue to be a real pleasure to use. I will keep my review in order,1
Tools_and_Home_Improvement_5,5,CG,"Good quality, easy to use, and has the quality of a good saw.Nice little light.",1
Tools_and_Home_Improvement_5,5,CG,"solid, it supports a chair, an armrest, and a footpad.",1
Tools_and_Home_Improvement_5,4,CG,Works well to give cushioning to the pieces.  I also love that it's been one of,1
Tools_and_Home_Improvement_5,5,CG,Great EDC swiss army knife.  The only problem is that it comes with a small screw,1
Tools_and_Home_Improvement_5,5,CG,"Good flux pen, just push the button and the pen will come on.",1
Tools_and_Home_Improvement_5,5,CG,"Works, seems durable. Hard to find an easy way to put it in a pocket.",1
